Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
igra >obj vlogo >nsubj barva	igra	vlogo	barva	1	3.7	ABC	"pattern {A [form=""igra""]; B [form=""vlogo""]; C [form=""barva""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22igra%22%5D%3B%20B%20%5Bform%3D%22vlogo%22%5D%3B%20C%20%5Bform%3D%22barva%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	igra
igrajo >nsubj pokrajine >obj vlogo	igrajo	pokrajine	vlogo	1	3.7	ABC	"pattern {A [form=""igrajo""]; B [form=""pokrajine""]; C [form=""vlogo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22igrajo%22%5D%3B%20B%20%5Bform%3D%22pokrajine%22%5D%3B%20C%20%5Bform%3D%22vlogo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	igrajo
igralci <nsubj dobili >obj priložnosti	igralci	dobili	priložnosti	1	3.7	ABC	"pattern {B [form=""dobili""]; A [form=""igralci""]; C [form=""priložnosti""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobili%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22prilo%C5%BEnosti%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobili
igralci <nsubj nimamo >obj spodbud	igralci	nimamo	spodbud	1	3.7	ABC	"pattern {B [form=""nimamo""]; A [form=""igralci""]; C [form=""spodbud""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nimamo%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22spodbud%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nimamo
igralci <nsubj odigrali >obj tekmo	igralci	odigrali	tekmo	1	3.7	ABC	"pattern {B [form=""odigrali""]; A [form=""igralci""]; C [form=""tekmo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22odigrali%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22tekmo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	odigrali
igralci <nsubj ohraniti >obj odprtost	igralci	ohraniti	odprtost	1	3.7	ABC	"pattern {B [form=""ohraniti""]; A [form=""igralci""]; C [form=""odprtost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ohraniti%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22odprtost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ohraniti
igralci <nsubj posvetili >obj pozornosti	igralci	posvetili	pozornosti	1	3.7	ABC	"pattern {B [form=""posvetili""]; A [form=""igralci""]; C [form=""pozornosti""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22posvetili%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22pozornosti%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	posvetili
igralci <nsubj vodili >obj ogrevanje	igralci	vodili	ogrevanje	1	3.7	ABC	"pattern {B [form=""vodili""]; A [form=""igralci""]; C [form=""ogrevanje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vodili%22%5D%3B%20A%20%5Bform%3D%22igralci%22%5D%3B%20C%20%5Bform%3D%22ogrevanje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vodili
igralec <nsubj igra >obj vlogo	igralec	igra	vlogo	1	3.7	ABC	"pattern {B [form=""igra""]; A [form=""igralec""]; C [form=""vlogo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22igra%22%5D%3B%20A%20%5Bform%3D%22igralec%22%5D%3B%20C%20%5Bform%3D%22vlogo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	igra
igralec <nsubj preizkuša >obj zamah	igralec	preizkuša	zamah	1	3.7	ABC	"pattern {B [form=""preizkuša""]; A [form=""igralec""]; C [form=""zamah""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preizku%C5%A1a%22%5D%3B%20A%20%5Bform%3D%22igralec%22%5D%3B%20C%20%5Bform%3D%22zamah%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	preizkuša
igrali >obj vloge >nsubj dejavniki	igrali	vloge	dejavniki	1	3.7	ABC	"pattern {A [form=""igrali""]; B [form=""vloge""]; C [form=""dejavniki""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22igrali%22%5D%3B%20B%20%5Bform%3D%22vloge%22%5D%3B%20C%20%5Bform%3D%22dejavniki%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	igrali
igralka <nsubj dosegla >obj zmago	igralka	dosegla	zmago	1	3.7	ABC	"pattern {B [form=""dosegla""]; A [form=""igralka""]; C [form=""zmago""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dosegla%22%5D%3B%20A%20%5Bform%3D%22igralka%22%5D%3B%20C%20%5Bform%3D%22zmago%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dosegla
igralke <nsubj nimajo >obj pojma	igralke	nimajo	pojma	1	3.7	ABC	"pattern {B [form=""nimajo""]; A [form=""igralke""]; C [form=""pojma""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nimajo%22%5D%3B%20A%20%5Bform%3D%22igralke%22%5D%3B%20C%20%5Bform%3D%22pojma%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nimajo
igre <obj prebrali >nsubj igralci	igre	prebrali	igralci	1	3.7	ABC	"pattern {B [form=""prebrali""]; A [form=""igre""]; C [form=""igralci""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22prebrali%22%5D%3B%20A%20%5Bform%3D%22igre%22%5D%3B%20C%20%5Bform%3D%22igralci%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prebrali
igro <obj Goričani <nsubj kaznovali	igro	Goričani	kaznovali	1	3.7	ABC	"pattern {C [form=""kaznovali""]; A [form=""igro""]; B [form=""Goričani""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22kaznovali%22%5D%3B%20A%20%5Bform%3D%22igro%22%5D%3B%20B%20%5Bform%3D%22Gori%C4%8Dani%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	kaznovali
ilustracije <nsubj uživajo >obj ugleda	ilustracije	uživajo	ugleda	1	3.7	ABC	"pattern {B [form=""uživajo""]; A [form=""ilustracije""]; C [form=""ugleda""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22u%C5%BEivajo%22%5D%3B%20A%20%5Bform%3D%22ilustracije%22%5D%3B%20C%20%5Bform%3D%22ugleda%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uživajo
iluzije <nsubj porajajo >obj razočaranja	iluzije	porajajo	razočaranja	1	3.7	ABC	"pattern {B [form=""porajajo""]; A [form=""iluzije""]; C [form=""razočaranja""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22porajajo%22%5D%3B%20A%20%5Bform%3D%22iluzije%22%5D%3B%20C%20%5Bform%3D%22razo%C4%8Daranja%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	porajajo
ima >nsubj 57Fe >obj spin	ima	57Fe	spin	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""57Fe""]; C [form=""spin""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%2257Fe%22%5D%3B%20C%20%5Bform%3D%22spin%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj DNK >obj mutacije	ima	DNK	mutacije	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""DNK""]; C [form=""mutacije""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22DNK%22%5D%3B%20C%20%5Bform%3D%22mutacije%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj GR >obj denarja	ima	GR	denarja	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""GR""]; C [form=""denarja""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22GR%22%5D%3B%20C%20%5Bform%3D%22denarja%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj Janša >obj vlogo	ima	Janša	vlogo	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""Janša""]; C [form=""vlogo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Jan%C5%A1a%22%5D%3B%20C%20%5Bform%3D%22vlogo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj Primorje >obj delež	ima	Primorje	delež	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""Primorje""]; C [form=""delež""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Primorje%22%5D%3B%20C%20%5Bform%3D%22dele%C5%BE%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj Probanka >obj možnosti	ima	Probanka	možnosti	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""Probanka""]; C [form=""možnosti""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Probanka%22%5D%3B%20C%20%5Bform%3D%22mo%C5%BEnosti%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj SLS >obj predloga	ima	SLS	predloga	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""SLS""]; C [form=""predloga""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22SLS%22%5D%3B%20C%20%5Bform%3D%22predloga%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj SRD >obj direktorja	ima	SRD	direktorja	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""SRD""]; C [form=""direktorja""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22SRD%22%5D%3B%20C%20%5Bform%3D%22direktorja%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj Velenjčanka >obj priložnost	ima	Velenjčanka	priložnost	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""Velenjčanka""]; C [form=""priložnost""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Velenj%C4%8Danka%22%5D%3B%20C%20%5Bform%3D%22prilo%C5%BEnost%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj Yušien >obj tovor	ima	Yušien	tovor	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""Yušien""]; C [form=""tovor""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Yu%C5%A1ien%22%5D%3B%20C%20%5Bform%3D%22tovor%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj beseda >obj prizvok	ima	beseda	prizvok	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""beseda""]; C [form=""prizvok""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22beseda%22%5D%3B%20C%20%5Bform%3D%22prizvok%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj blondinka >obj ramo	ima	blondinka	ramo	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""blondinka""]; C [form=""ramo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22blondinka%22%5D%3B%20C%20%5Bform%3D%22ramo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj bolnik >obj holesterol	ima	bolnik	holesterol	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""bolnik""]; C [form=""holesterol""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22bolnik%22%5D%3B%20C%20%5Bform%3D%22holesterol%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj center >obj dela	ima	center	dela	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""center""]; C [form=""dela""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22center%22%5D%3B%20C%20%5Bform%3D%22dela%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj država >obj koristi	ima	država	koristi	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""država""]; C [form=""koristi""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22dr%C5%BEava%22%5D%3B%20C%20%5Bform%3D%22koristi%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj kandidat >obj izkušenj	ima	kandidat	izkušenj	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""kandidat""]; C [form=""izkušenj""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22kandidat%22%5D%3B%20C%20%5Bform%3D%22izku%C5%A1enj%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj komite >obj dostop	ima	komite	dostop	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""komite""]; C [form=""dostop""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22komite%22%5D%3B%20C%20%5Bform%3D%22dostop%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj kraljestvo >obj bombo	ima	kraljestvo	bombo	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""kraljestvo""]; C [form=""bombo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22kraljestvo%22%5D%3B%20C%20%5Bform%3D%22bombo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj krepost >obj merilo	ima	krepost	merilo	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""krepost""]; C [form=""merilo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22krepost%22%5D%3B%20C%20%5Bform%3D%22merilo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj kršitelj >obj korist	ima	kršitelj	korist	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""kršitelj""]; C [form=""korist""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22kr%C5%A1itelj%22%5D%3B%20C%20%5Bform%3D%22korist%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj lastnik >obj pravico	ima	lastnik	pravico	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""lastnik""]; C [form=""pravico""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22lastnik%22%5D%3B%20C%20%5Bform%3D%22pravico%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj ljudstvo >obj opis	ima	ljudstvo	opis	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""ljudstvo""]; C [form=""opis""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22ljudstvo%22%5D%3B%20C%20%5Bform%3D%22opis%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj mama >obj težave	ima	mama	težave	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""mama""]; C [form=""težave""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22mama%22%5D%3B%20C%20%5Bform%3D%22te%C5%BEave%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj nekdo >obj vse	ima	nekdo	vse	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""nekdo""]; C [form=""vse""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22nekdo%22%5D%3B%20C%20%5Bform%3D%22vse%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj opozicija >obj zaveznikov	ima	opozicija	zaveznikov	1	3.7	ABC	"pattern {A [form=""ima""]; B [form=""opozicija""]; C [form=""zaveznikov""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22opozicija%22%5D%3B%20C%20%5Bform%3D%22zaveznikov%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
